Stat,Schema,08:33:48,08:43:49,08:53:49,09:03:49,09:13:49,09:23:49,09:33:49,09:43:49,09:53:49,10:03:50,10:13:50,10:23:50,10:33:50,10:43:50,10:53:50,11:03:50,11:13:50,11:23:50,11:33:50,11:43:50,11:53:50,12:03:51,12:13:51,12:23:51,12:33:51,12:43:51,12:53:04
nfs,MKNOD_ntrans,0,169,0,0,7,2356,2,0,0,0,0,0,0,94540,0,0,0,211550208,0,625488,0,0,1177705,0,0,19234,864
nfs,MKNOD_timeouts,0,0,0,0,0,65953792,68349968384,363138,2,0,7117,9205,0,424,0,0,41,0,16,625460,0,0,0,16590912,0,179623,85716
nfs,MKNOD_bytes_sent,0,4,0,0,0,474,59119816704,0,504769,0,73666,1776,0,0,0,0,98381292,22705,0,987278,0,0,18254,0,0,712,548
nfs,MKNOD_bytes_recv,0,0,0,0,0,2048,9230151680,5409,628576,0,297,58831,0,35,0,0,9402530,0,0,0,0,0,123102,0,0,0,0
nfs,MKNOD_queue,0,2,0,0,0,1450,5440458752,51114,628548,0,0,0,9208,0,726842,0,0,92999680,0,15333,0,0,720,0,0,103,2
nfs,MKNOD_rtt,0,504769,0,2512,0,12582912,405946368,280,12892,0,16,0,2016,0,6,0,0,0,0,136630,0,0,0,104019848,0,0,1349380
nfs,MKNOD_execute,0,628592,0,417643,0,345,28672,0,267248,0,136844,569653,58886,0,10904,0,9402530,0,0,635,0,0,13,0,0,0,1
nfs,PATHCONF_ops,0,628564,0,0,0,0,0,3,266584,0,136844,0,0,9205,101630,2,0,0,0,0,0,0,0,1229953,0,3729,20013
nfs,PATHCONF_ntrans,0,12892,0,0,0,598,309568,0,415560,0,342072,7887,0,1824,471,504769,0,0,0,16,0,0,0,0,0,0,184957
nfs,PATHCONF_timeouts,0,268216,9,0,0,822,0,0,0,0,104,82039,0,58840,0,1745508,0,628592,16508,540,1039304,0,0,19213,0,0,730
nfs,PATHCONF_bytes_sent,0,267852,0,0,0,0,1256,0,6086,0,864,339,0,0,44,1745484,0,628564,0,0,0,0,0,129856,0,0,0
nfs,PATHCONF_bytes_recv,0,405580,0,0,0,0,2356,0,57981,0,85716,0,0,0,1728,779335,0,12892,211550208,2,16082,0,0,749,0,0,103
nfs,PATHCONF_queue,0,96,0,0,0,0,65957888,0,306,0,556,17,0,0,58845,6,0,268504,0,504769,143819,0,0,0,0,156578676,96
nfs,PATHCONF_rtt,0,16248,0,0,0,0,474,0,0,0,0,0,623567,0,0,11534,0,268140,23776,1745504,657,0,0,14,0,14964590,848
nfs,PATHCONF_execute,0,24876,0,0,0,0,2354,0,3,0,2,0,0,0,0,108468,0,405580,0,1745480,0,0,0,0,1286598,0,1828
nfs,READ_ops,0,756,0,0,0,0,1662,361501,504769,466448,504769,0,8628,0,0,501,0,96,97386496,12892,17,0,0,0,0,0,64
nfs,READ_ntrans,0,0,0,0,0,323,14336000,0,106104,0,628592,0,87365,0,0,0,9205,16248,0,1004079,0,1091343,0,0,20016,14964590,0
nfs,READ_timeouts,0,2,0,0,204958,89910,405,5294,106104,7043,628564,0,348,0,0,45,1680,24876,0,10,0,0,0,0,132385,0,1
nfs,READ_bytes_sent,0,131072,0,0,0,0,0,52893,0,66103,12892,0,0,0,0,3216,829850,752,0,15919,0,17032,0,0,767,0,504769
nfs,READ_bytes_recv,0,49119,0,0,0,328,640,275,1220,331,269640,0,19,0,0,0,6,9208,0,118919,0,150784,0,0,0,0,106104
nfs,READ_queue,0,0,0,0,0,380,882,0,1220,0,269276,0,478,674510,0,2,12481,1920,0,16508,0,698,0,0,14,0,106104
nfs,READ_rtt,0,480,0,0,0,281,1097583,1256,204,3,405580,0,1852833,0,0,504769,116956,58910,0,0,0,0,0,0,0,1337550,0
nfs,READ_execute,0,10317,0,2265,0,91029,5632592,2356,413854,0,520554,0,0,9318,0,625500,549,3,9205,211550208,0,17,0,0,0,0,1216
nfs,READDIR_ops,0,72,0,0,0,627,0,65957888,0,0,0,0,0,95690,0,625476,0,0,1920,0,1057379,0,1143503,0,0,20865,1216
nfs,READDIR_ntrans,0,0,0,0,0,256996,3118,474,5935,0,7727,0,53,385,0,12892,48,2,58863,24799,10,0,0,0,24424598,140527,204
nfs,READDIR_timeouts,0,0,0,0,0,0,3,2649,59870,0,71288,0,0,0,0,130780,0,883967,0,0,16701,18120,17755,0,19313,818,96
nfs,READDIR_bytes_sent,0,0,99948,0,0,4206,0,1870,300,0,347,0,10253,19,1038,130780,0,6,0,101576704,124778,3127405,157849,0,864,0,848
nfs,READDIR_bytes_recv,0,0,0,0,0,38405,2,16027648,0,0,0,0,0,0,726430,342072,0,13190,0,0,641,0,745,0,85716,15,1828
nfs,READDIR_queue,0,0,1312,0,0,305,504769,510,9,0,4,0,0,0,0,108,0,122098,0,0,0,0,0,0,528,0,1388048
nfs,READDIR_rtt,0,0,18627,0,0,0,628576,0,625496,464763,3,571360,0,0,10168,864,0,569,0,0,51,18133,18,0,0,0,0
nfs,READDIR_execute,0,0,98,2100800,0,0,68719476736,700,625472,0,0,0,0,0,102864,85716,0,0,0,0,58873,1110727,0,1194378,2,0,21720
nfs,READDIRPLUS_ops,0,0,0,0,0,0,309993,986,12892,6827,2,8561,0,0,430,552,0,50,0,342072,16508,10,0,0,504769,0,144517
nfs,READDIRPLUS_ntrans,0,0,1,0,0,0,0,0,1256,68038,504769,79593,9993,0,0,0,0,96,934956,104,0,17688,0,18660,1745504,0,836
nfs,READDIRPLUS_timeouts,0,0,0,153880,0,0,4871,0,2356,327,628576,389,0,0,20,2,0,16248,6,864,211550208,130373,0,166029,1745480,0,0
nfs,READDIRPLUS_bytes_sent,0,0,0,0,0,0,44698,0,65957888,0,0,0,0,0,0,778894,0,24876,14097,85716,0,683,9208,778,12892,0,15
nfs,READDIRPLUS_bytes_recv,0,0,0,2071,0,0,331,0,474,9,0,4,0,0,122,0,0,752,130160,548,25889,0,1872,0,1533848,0,0
nfs,READDIRPLUS_queue,0,0,0,23902,0,0,0,0,2969,0,518819,0,625320,0,2013,10725,0,0,595,0,0,54,58934,19,1533544,0,26313889
nfs,READDIRPLUS_rtt,0,0,0,124,0,0,19,0,2096,0,0,0,0,0,1342,109803,0,2,0,2,106041344,0,1163006,9205,1248464,0,19313
nfs,READDIRPLUS_execute,0,0,0,0,0,0,24215552,361925,17887232,0,7501,0,9354,0,0,458,0,504769,56,504769,0,0,10,1776,0,0,96
nfs,READLINK_ops,0,0,0,7,0,0,182775808,0,541,0,73287,0,84824,0,0,0,0,1745508,0,987907,0,0,18425,58888,19439,0,16248
nfs,READLINK_ntrans,0,0,0,0,204811,0,11763712,5849,0,0,344,0,398,0,122,21,0,1745484,0,6,0,0,137277,2080,171142,0,24876
nfs,READLINK_timeouts,0,0,0,0,0,26327388,0,51727,727,0,0,0,0,0,122,96,829354,12892,0,14877,0,0,729,1530,794,0,756
nfs,READLINK_bytes_sent,0,49267,0,0,2783,2516170,0,365,1017,0,9,0,5,0,0,16248,0,1531808,0,136394,0,16508,0,498264,0,0,0
nfs,READLINK_bytes_recv,0,0,0,0,32221,0,0,0,0,1256,0,569594,0,676260,1098,24876,11576,1531504,0,619,0,0,57,3432,19,9205,2
nfs,READLINK_queue,0,573,0,0,154,0,0,24,4165,2356,0,0,104019848,0,0,752,118449,1522500,0,0,0,211550208,0,1216505,504769,1299389,524288
nfs,READLINK_rtt,0,10021,0,0,0,2516170,0,0,415646,65957888,0,8318,0,10128,0,0,505,100,0,59,0,0,0,10,625488,0,3
nfs,READLINK_execute,0,103,0,0,9,0,0,0,0,474,0,81654,0,93060,2013,2,0,16240,0,0,1039980,26946,0,19400,625460,20177,8886
nfs,REMOVE_ops,0,0,0,0,760,256856,0,0,6595,3270,0,384,0,432,0,1048576,22,24876,0,0,6,0,0,142742,12892,179424,1248
nfs,REMOVE_ntrans,0,20,0,0,0,0,0,0,57209,2307,0,0,0,0,0,3,0,883444,0,0,15604,110370816,0,761,136344,841,58358
nfs,REMOVE_timeouts,0,0,101231,0,2,3609,0,0,399,19615744,0,9,0,10,0,0,0,0,0,0,143552,0,0,0,136344,0,625480
nfs,REMOVE_bytes_sent,0,0,0,0,504769,39309,0,0,0,605,0,0,623520,0,728198,2,0,12257,0,0,626,0,0,59,342056,19,625456
nfs,REMOVE_bytes_recv,0,0,1619,0,628592,188,0,0,29,0,0,0,0,0,0,504769,0,123647,0,0,0,0,0,208,1270807,0,1348630
nfs,REMOVE_queue,0,0,16931,0,628564,0,0,0,0,771,0,0,9093,0,11047,628576,0,525,0,0,78,0,0,0,10,0,0
nfs,REMOVE_rtt,0,0,135,0,12892,9,2,0,2,1079,0,0,86939,0,100158,628548,0,0,0,0,0,1092054,16508,1872,20216,0,20966
nfs,REMOVE_execute,0,856,0,0,268216,0,309773,0,4194304,7570,3632,0,392,0,470,12892,0,23,0,0,0,6,0,0,147586,0,184740
nfs,RENAME_ops,0,148558,57,0,267852,0,0,0,3,65229,4318,0,0,0,0,270288,0,130780,934479,0,0,16514,211550208,0,780,0,862
nfs,RENAME_ntrans,0,49114,0,156492,405580,0,4208,0,0,424,105603072,0,10,85716,10,269952,0,130780,0,0,0,150522,0,3432,0,0,0
nfs,RENAME_timeouts,0,0,0,0,96,0,45758,0,2,0,920,0,0,674431,0,780745,0,342072,13031,0,0,658,27976,0,61,0,20
nfs,RENAME_bytes_sent,0,540,0,2511,16248,0,216,0,504769,32,3894,0,0,0,0,0,0,108,131798,0,0,0,0,0,628592,1321892,528
nfs,RENAME_bytes_recv,0,10261,0,20710,24876,0,0,0,628576,0,3955,0,0,9805,0,11688,0,864,550,0,0,81,114589696,0,628564,10,0
nfs,RENAME_queue,0,78,0,160,756,0,10,0,628548,0,28540928,0,0,95280,0,106925,0,85716,0,0,0,0,0,0,12892,21014,2
nfs,RENAME_rtt,0,0,0,0,0,0,92,0,12892,0,5313,0,0,424,0,501,0,552,24,0,0,0,0,144107808,269228,155631,504769
nfs,RENAME_execute,0,0,0,100,8889560,0,96,0,68719476736,0,0,0,0,0,0,0,0,0,0,987326,0,0,0,13772720,268864,825,1745504
nfs,RMDIR_ops,0,53,99892,0,209950,0,15956,5072,0,0,1343,0,0,11,0,11,0,2,0,0,0,0,0,0,405580,0,1745480
nfs,RMDIR_ntrans,0,0,0,0,0,0,136,52942,0,0,6229,0,0,269640,726345,504769,832495,504769,0,13822,0,0,699,16508,96,64,12892
nfs,RMDIR_timeouts,0,49137,1415,153,3374,0,0,247,0,0,34,3632,0,269276,0,1745504,0,628592,0,138124,0,0,0,0,16248,0,1372545
nfs,RMDIR_bytes_sent,0,0,18564,42589,26313,0,2,0,0,0,0,4318,0,405580,10678,1745480,12725,628564,0,573,0,0,86,211550208,24876,0,10
nfs,RMDIR_bytes_recv,0,509,114,0,195,0,504769,12,0,0,0,105603072,0,96,102454,12892,114084,12892,0,0,0,0,3212,0,752,0,21860
nfs,RMDIR_queue,0,10265,0,157,0,0,628576,0,0,0,8597,920,0,16248,461,1531808,555,268132,0,31,0,0,0,29087,0,0,159471
nfs,RMDIR_rtt,0,82,0,180,128,0,628548,0,0,0,478,4385,0,24876,0,1531504,0,267768,0,0,1039349,0,2,0,2,0,842
nfs,RMDIR_execute,0,0,0,153830,12892,261919,12892,0,0,0,1510083,4245,0,752,11,1522500,12,405580,0,0,0,0,504769,119140352,262144,0,0
nfs,SETATTR_ops,0,0,0,0,132104,0,267900,0,0,0,0,31318016,0,0,0,778807,0,886601,0,0,14468,0,625500,0,3,0,68
nfs,SETATTR_ntrans,0,0,99926,2187,131904,4450,267532,0,0,0,0,5363,0,2,0,0,0,0,0,0,145426,0,625472,0,0,0,0
nfs,SETATTR_timeouts,0,0,0,23825,342056,33172,405564,0,0,0,53,0,625613,8388608,0,11295,0,13449,0,0,591,0,12892,0,2,0,2
nfs,SETATTR_bytes_sent,0,0,1357,140,108,235,12180625,0,12,0,0,1382,3,3,0,109342,0,119217,0,16312,0,0,135340,0,1249135,0,504769
nfs,SETATTR_bytes_recv,0,0,18592,0,864,0,0,0,88662016,0,8597,6279,9988,0,0,490,0,579,0,2829551,32,0,135340,0,16508,0,625488
nfs,SETATTR_queue,0,0,111,0,85716,177,0,0,0,0,0,0,3632,2,0,0,0,0,0,0,0,1091376,342072,0,0,0,625460
nfs,SETATTR_rtt,0,0,0,0,204750,0,316256,0,0,0,0,0,4318,504769,0,11,0,12,0,0,0,0,104,0,211550208,0,12892
nfs,SETATTR_execute,0,0,1,0,0,0,0,0,92,0,0,0,105603072,628576,0,625496,829198,3,937637,16325,0,15331,864,0,0,0,136344
nfs,SYMLINK_ops,0,50533,0,153916,2935,0,5196,0,96,0,0,0,920,628548,0,625472,0,0,0,478,0,152490,85716,0,30071,0,136344
nfs,SYMLINK_ntrans,0,0,0,0,32116,0,38026,0,15956,0,0,0,4759,676628,0,12892,12254,2,14294,2933706,0,626,548,0,0,0,342056
nfs,SYMLINK_timeouts,0,1505,0,2091,175,0,260,0,132,0,8337,0,4434,3,0,136844,117943,504769,127304,0,0,0,0,0,123170816,1300066,108
nfs,SYMLINK_bytes_sent,0,7769,0,23841,0,0,0,0,0,0,519095,0,33280000,10764,0,136844,542,628576,603,0,0,37,2,0,0,6,864
nfs,SYMLINK_bytes_recv,0,101,0,137,0,0,207,0,0,0,1,0,5410,91827,0,342072,0,628548,0,53,0,0,1143573,0,0,19619,85716
nfs,SYMLINK_queue,0,3,0,0,128596,256750,268216,370578,0,0,7185,0,0,527,0,104,12,12892,13,0,0,0,0,0,0,179221,536
nfs,SYMLINK_rtt,0,4,0,1,128596,0,267852,0,0,0,0,0,1426,0,0,864,0,883241,0,990530,0,1600,15958,0,0,799,0
nfs,SYMLINK_execute,0,0,101164,0,204870,3820,405580,6267,0,0,0,0,6324,41,0,85716,0,0,0,0,0,444816,159610,0,2,16508,2
nfs,WRITE_ops,0,0,0,0,0,39192,96,42544,0,0,0,0,0,3632,728546,556,0,12979,0,15110,0,0,674,0,504769,0,504769
nfs,WRITE_ntrans,0,0,2942,0,2833,212,16248,292,0,0,0,0,0,4318,3,0,0,123150,0,133563,0,1629,0,0,1745504,211550208,1349308
nfs,WRITE_timeouts,0,0,15582,0,32108,0,24876,0,0,0,0,569915,102,105603072,11772,2,0,565,0,624,0,1880,38,0,1745480,0,6
nfs,WRITE_bytes_sent,0,0,134,12470868,167,1,756,251,0,0,0,1,102,920,98828,504769,0,0,0,0,0,1384,96,1194450,12892,31073,20409
nfs,WRITE_bytes_recv,0,0,6,1191870,0,0,309658,0,422924,0,0,7947,0,5144,573,628592,0,12,0,14,0,450354,16248,0,1531840,0,184537
nfs,WRITE_queue,0,0,10,0,2,0,0,0,0,0,0,81714,918,4608,0,628564,0,0,934243,0,1042656,3102,24876,16765,1531536,127275008,816
nfs,WRITE_rtt,0,0,0,154917,504769,256881,4444,0,7113,0,0,350,0,35205120,43,12892,0,0,0,0,0,0,752,167886,1522500,0,0
nfs,WRITE_execute,0,0,0,0,185324,0,45624,0,49289,0,0,0,0,5448,0,781090,0,0,13823,0,15843,188,0,704,96,0,97
vfs,dentry_use,0,0,625456,4269,119788,3725,242,0,319,0,0,16,1683,0,0,3,0,0,131274,0,140672,3102,2,0,16240,0,16248
vfs,file_use,0,0,12892,20405,0,39159,0,0,0,0,0,0,623905,1460,0,12429,0,0,588,0,644,2068,2097152,40,24876,0,24876
vfs,inode_use,0,0,133008,161,2288,209,3,0,279,0,0,0,1,6361,0,105574,0,0,0,0,0,0,3,0,1248524,0,16671
cpu,user,0,0,133004,8,2284,0,625488,361565,0,473721,0,0,8654,848,3632,604,0,0,12,0,14,0,0,0,0,0,0
cpu,nice,0,0,342056,11,69884,2,625460,0,0,0,0,0,87002,1828,4318,0,0,0,0,987106,0,1094760,2,0,17501,0,217948160
cpu,system,0,0,104,0,205725,0,309816,5335,0,8194,0,0,359,60,105603072,45,0,0,0,0,0,0,504769,0,173048,0,0
cpu,idle,0,0,864,0,0,0,0,52787,0,57336,0,0,0,0,920,0,831547,0,0,14626,0,16761,628576,0,723,0,32036
cpu,iowait,0,49122,85716,0,5517,0,4321,275,0,342,0,0,16,1,5549,2,3,0,0,137580,0,147605,628548,0,0,0,0
cpu,irq,0,0,548,0,28224,0,45599,0,0,0,0,0,0,674842,4843,8388608,13513,0,0,611,0,682,12892,0,42,0,131219456
cpu,softirq,0,502,0,0,199,0,234,6,0,325,0,0,6753930,1,37474304,3,113962,0,0,0,0,0,268916,0,135340,1299437,0
block,rd_ios,0,10278,2,0,11,0,0,0,413892,0,530405,0,0,9341,5505,1,654,0,0,13,0,14,268252,0,135340,0,0
block,rd_merges,0,83,504769,0,12,0,2,0,0,0,1,0,0,95349,0,0,0,0,0,0,1039159,0,1146995,0,342072,18162,0
block,rd_sectors,0,0,106104,0,628592,257503,536,361741,6011,0,9033,0,0,385,1499,5650982408,50,0,0,0,0,0,0,0,104,181415,0
block,rd_ticks,0,1,106104,0,628564,0,0,0,59750,0,59757,20766723,0,0,6419,29454602444,0,885718,0,0,15324,0,17439,0,864,775,0
block,wr_ios,0,0,99954,0,12892,7048,2,5214,305,0,358,9817,0,17,0,3632,0,3,0,0,144800,0,154636,0,85716,0,0
block,wr_merges,0,0,0,0,269212,34794,504769,52744,0,0,0,68719476736,0,104,726789,4318,0,14247,0,0,631,130251288,729,0,548,43,0
block,wr_sectors,0,0,1339,0,268848,237,625496,269,6,0,360,63473553408,0,864,1,105603072,0,119019,0,0,0,12448420,0,0,0,0,1348668
block,wr_ticks,0,0,18575,0,405580,13,625472,0,0,464723,0,585070,0,85716,10174,920,0,672,0,0,13,0,15,0,2,0,0
block,in_flight,0,0,114,0,96,13,12892,3,6928,0,0,1,0,68349968384,102516,5925,0,0,0,0,0,1091143,504769,1197894,504769,0,18918
block,io_ticks,0,0,0,0,16248,0,310250,0,414155,6970,0,10033,0,59151310848,429,5040,0,52,0,0,0,0,1745508,0,628592,0,186780
block,time_in_queue,0,0,3,0,24876,0,0,0,0,67923,0,63993,0,9198657536,0,39481344,0,0,936800,0,405580,16276,1745484,18359,628564,0,794
intel_hsw_r2pci,TRANSMITS,0,0,64,153858,756,0,8167,0,5842,330,0,402,0,23737284,18,5549,0,0,3,0,96,151819,12892,162781,12892,0,0
intel_hsw_r2pci,DATA_USED,0,0,0,0,0,0,40838,0,59674,0,0,0,0,0,0,0,0,0,15147,0,16248,671,1531808,755,268504,0,44
intel_hsw_r2pci,ADDRESS_USED,0,0,1,2137,2,0,262,0,293,13,0,400,0,0,0,1532,0,0,126994,0,24876,0,1531504,0,268140,0,0
intel_hsw_r2pci,ACKNOWLEDGED_USED,0,1022,504769,23845,65536,0,15,0,0,0,518803,173076480,639030,0,0,6462,0,0,697,0,752,13,1522500,16,405580,0,0
